Género;Rango_Etario;Localidad;Situación_país;AprobaciónVázquez;CambiosUy;AprobaciónPeña;CambiosLava;Voto2014;VotoInternas;Proyección2019;PrioridadesNacional;Diputados;Senado;InterésEnPolítica;IdentificaciónIdeológica;NivelEstudios;SituaciónEconómica;Intendente;Televisión;Radio;Ponderador
Masculino;de 51 a 64;Batlle y Ordóñez;Muy Mala;Aprueba;Empleo;No lo sé;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;No lo sé;No lo Sé;José Mujica;Casi nada;Centro;Primaria Completa;Regular;No lo sé;SI;SI;0,3654
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Políticas Sociales;Ni aprueba ni desaprueba;Falta de Oferta Educativa;Partido Colorado;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Robert Bouvier;Ernesto Talvi;Me interesa;Derecha Moderada;Universitario Completo;Buena;Luis Carrese;NO;No;0,5208
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Educación;Ni aprueba ni desaprueba;Falta de Empleo;Otro;No Voté;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Ninguno;Gustavo Salle;Me interesa;Derecha Moderada;Secundaria Incompleta;Mala;Ninguno;SI;SI;
Masculino;de 51 a 64;Minas;Buena;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Colorado;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Robert Bouvier;Ernesto Talvi;Me gusta mucho;Centro;Secundaria Incompleta;Buena;Luis Carrese;SI;No;1,1718
Femenino;de 23 a 29;Minas;Regular;Aprueba;Seguridad Pública;Aprueba;Falta de Empleo;No Voté;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;No lo Sé;Daniel Martínez;Me gusta mucho;Derecha Dura;Primaria Completa;Mala;Daniel Ximénez;SI;SI;1,3806
Femenino;de 51 a 64;Minas;Regular;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Otro;No Voté;Partido de la Gente;No lo sé;Alexandra Inzaurralde;Ernesto Talvi;Algo;Centro;Terciario Incompleto;Regular;Mario García;NO;No;0,9912
Femenino;de 30 a 39;Minas;Regular;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Independiente;Partido Colorado;Partido Colorado;Voto principalmente a quiénes van a la diputación;Robert Bouvier;Ernesto Talvi;Algo;Derecha Moderada;Universitario Incompleto;Regular;Luis Carrese;SI;SI;0,651
Femenino;de 40 a 50;Varela;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Nacional;Partido Colorado;Partido Colorado;Solo me interesa elegir al candidato a Presidente;Gastón Elola;Ernesto Talvi;Me interesa;Derecha Moderada;Terciario Completo;Buena;Mario García;NO;No;0,5115
Femenino;de 40 a 50;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Seguridad Pública;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ninguno;Juan Sartori;Me interesa;Ultra Izquierda;Terciario Completo;Buena;Daniel Ximénez;NO;No;0,9735
Femenino;de 30 a 39;Minas;Mala;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Seguridad Pública;En Blanco / Anulado;Partido Independiente;Partido Independiente;No lo sé;No lo Sé;No lo sé;Nada;Izquierda Dura;Primaria Completa;Mala;No lo sé;SI;No;0,21
Masculino;de 65 a más;Minas;Mala;Desaprueba;Educación;Desaprueba;Falta de Empleo;Partido Nacional;Cabildo Abierto;Cabildo Abierto;Voto principalmente a quiénes integran la lista al senado;Alexandra Inzaurralde;Jorge Larrañaga;Me interesa;Centro;Secundaria Completa;Regular;Mario García;SI;SI;0,9006
Masculino;de 40 a 50;Minas;Buena;Aprueba;Empleo;Desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Javier Umpiérrez;Óscar Andrade;Me gusta;Izquierda Dura;Secundaria Incompleta;Regular;Pablo Fuentes;NO;No;0,406
Femenino;de 65 a más;Minas;Buena;Aprueba;Nada;Desaprueba;Inmigración;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Carolina Cosse;Me interesa;Izquierda Dura;Universitario Completo;Buena;Daniel Ximénez;NO;No;0,5858
Femenino;de 51 a 64;Varela;Mala;Desaprueba;Empleo;Desaprueba;Servicios de Salud;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Me gusta mucho;Ultra Derecha;Secundaria Incompleta;Buena;Mario García;NO;No;0,5152
Femenino;de 51 a 64;Minas;Buena;Ni aprueba ni desaprueba;Educación;Ni aprueba ni desaprueba;Medio Ambiente;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Julián Mazzoni;Óscar Andrade;Me gusta mucho;Ultra Izquierda;Secundaria Incompleta;Buena;Daniel Ximénez;SI;No;0,9912
Masculino;de 65 a más;Varela;Buena;Aprueba;Políticas Sociales;Desaprueba;Servicios de Salud;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Daniel Martínez;Me gusta mucho;Izquierda Moderada;Primaria Completa;Mala;Daniel Ximénez;NO;SI;0,6873
Femenino;de 51 a 64;Minas;Muy Mala;No lo sé;Educación;Ni aprueba ni desaprueba;Servicios Públicos;Partido Nacional;No Voté;Todavía no lo he decidido;Soy Indiferente;No lo Sé;No lo sé;Nada;Centro Izquierda;Primaria Incompleta;Muy Mala;No lo sé;NO;No;0,9912
Masculino;de 40 a 50;Minas;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Ernesto Talvi;Nada;Ultra Izquierda;Universitario Incompleto;Mala;Mario García;NO;SI;1,288
Femenino;de 65 a más;Varela;Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Colorado;Voto principalmente a quiénes van a la diputación;Gustavo Risso;Ernesto Talvi;Algo;Ultra Derecha;Secundaria Incompleta;Regular;Mario García;NO;SI;3,5754
Femenino;de 30 a 39;Minas;Regular;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;No lo Sé;Daniel Martínez;Me gusta mucho;Centro Izquierda;Primaria Completa;Muy Mala;Mario García;SI;SI;0,203
Masculino;de 18 a 22;Minas;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;No Voté;No Voté;Partido Colorado;Solo me interesa elegir al candidato a Presidente;No lo Sé;Juan Sartori;Me interesa;Derecha Moderada;Secundaria Incompleta;Mala;Daniel Ximénez;NO;No;4,248
Femenino;de 23 a 29;Mariscala;Muy Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Tomás Casas;Juan Sartori;Me gusta;Centro Derecha;Terciario Completo;Mala;Tomás Casas;NO;No;0,7176
Masculino;de 51 a 64;Minas;Buena;Aprueba;Educación;Aprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Óscar Andrade;Algo;Izquierda Dura;Secundaria Completa;Buena;Pablo Fuentes;NO;No;2,2302
Femenino;de 23 a 29;Minas;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Javier Umpiérrez;Carolina Cosse;Me gusta mucho;Izquierda Moderada;Terciario Incompleto;Regular;No lo sé;NO;SI;0,2262
Femenino;de 23 a 29;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Partido Nacional;No lo sé;Alexandra Inzaurralde;Constanza Moreira;Casi nada;Centro;Secundaria Incompleta;Mala;No lo sé;SI;No;1,3806
Femenino;de 51 a 64;Mariscala;Buena;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Independiente;No Voté;Frente Amplio;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Ernesto Talvi;Me interesa;Derecha Moderada;Terciario Incompleto;Buena;Mario García;NO;No;0,9912
Femenino;de 23 a 29;Minas;Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Cabildo Abierto;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;Juan Sartori;Poco;Izquierda Dura;Secundaria Incompleta;Muy Mala;Mario García;NO;SI;0,7176
Femenino;de 23 a 29;Minas;Muy Mala;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Otro;No Voté;Todavía no lo he decidido;Soy Indiferente;Ninguno;Daniel Martínez;Nada;Ultra Izquierda;Secundaria Completa;Buena;Daniel Ximénez;NO;No;1,3806
Masculino;de 30 a 39;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta mucho;Izquierda Moderada;Posgrado;Buena;Daniel Ximénez;SI;SI;0,5249
Masculino;de 40 a 50;Minas;Muy Buena;Aprueba;Jubilaciones y Pensiones;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta;Derecha Moderada;Posgrado;Buena;Daniel Ximénez;SI;SI;0,406
Femenino;de 51 a 64;Otra Zona urbana;Buena;Aprueba;Educación;Ni aprueba ni desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Me gusta;Izquierda Moderada;Terciario Incompleto;Buena;Daniel Ximénez;NO;No;0,1624
Masculino;de 30 a 39;Minas;Buena;Ni aprueba ni desaprueba;Seguridad Pública;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Me interesa;Ultra Izquierda;Secundaria Incompleta;Buena;Daniel Ximénez;SI;SI;0,5249
Femenino;de 30 a 39;Minas;Muy Buena;Aprueba;Jubilaciones y Pensiones;Desaprueba;Inmigración;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Danilo Astori;Me gusta mucho;Ultra Izquierda;Secundaria Incompleta;Buena;Daniel Ximénez;NO;No;0,203
Femenino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta mucho;Centro;Secundaria Incompleta;Buena;Daniel Ximénez;NO;No;0,1624
Masculino;de 65 a más;Minas;Muy Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta mucho;Centro;Universitario Completo;Buena;Ninguno;SI;No;0,6873
Femenino;de 51 a 64;Minas;Buena;Aprueba;Vivienda;Ni aprueba ni desaprueba;Vivienda;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Alexandra Inzaurralde;No lo sé;Poco;Izquierda Dura;Secundaria Incompleta;Buena;Daniel Ximénez;NO;No;0,9912
Femenino;de 40 a 50;Minas;Muy Mala;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Juan Sartori;Me gusta mucho;Ultra Derecha;Secundaria Completa;Regular;Mario García;SI;SI;0,506
Femenino;de 65 a más;Minas;Buena;Aprueba;Educación;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta mucho;Izquierda Moderada;Terciario Completo;Buena;Daniel Ximénez;NO;No;0,5858
Femenino;de 65 a más;Mariscala;Buena;Aprueba;Empleo;Ni aprueba ni desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Mario Bergara;Me gusta mucho;Izquierda Moderada;Universitario Completo;Muy Buena;Daniel Ximénez;NO;No;0,5858
Masculino;de 30 a 39;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Danilo Astori;Me gusta;Centro;Universitario Completo;Buena;Daniel Ximénez;NO;No;0,5249
Masculino;de 65 a más;Minas;Buena;Aprueba;Vivienda;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Algo;Centro Izquierda;Secundaria Completa;Buena;Ninguno;SI;SI;0,6873
Masculino;de 40 a 50;Minas;Regular;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Izquierda Dura;Universitario Completo;Buena;Pablo Fuentes;SI;SI;0,406
Femenino;de 30 a 39;Minas;Buena;Aprueba;Vivienda;Desaprueba;Falta de Oferta Educativa;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;Daniel Martínez;Me gusta;Centro;Universitario Incompleto;Buena;Pablo Fuentes;NO;SI;0,203
Masculino;de 30 a 39;Minas;Muy Buena;Aprueba;Nada;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;José Mujica;Me gusta mucho;Derecha Dura;Secundaria Completa;Buena;Pablo Fuentes;SI;SI;0,5249
Masculino;de 30 a 39;Minas;Buena;Aprueba;Educación;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta;Izquierda Moderada;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,5249
Femenino;de 51 a 64;Minas;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;Daniel Martínez;Me gusta mucho;Centro Izquierda;Posgrado;Muy Buena;Pablo Fuentes;SI;SI;0,1624
Femenino;de 30 a 39;Minas;Buena;Aprueba;Educación;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Óscar Andrade;Poco;Izquierda Moderada;Terciario Completo;Regular;Gastón Elola;NO;No;1,239
Masculino;de 40 a 50;Minas;Regular;Desaprueba;Políticas Sociales;Aprueba;Servicios Públicos;Partido Nacional;No Voté;Todavía no lo he decidido;No lo sé;Alexandra Inzaurralde;Juan Sartori;Me gusta mucho;Centro;Universitario Completo;Buena;Gastón Elola;SI;SI;2,478
Femenino;de 30 a 39;Minas;Muy Buena;Aprueba;Jubilaciones y Pensiones;Desaprueba;Falta de Oferta Educativa;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Danilo Astori;Me gusta;Ultra Izquierda;Secundaria Completa;Regular;No lo sé;NO;No;1,239
Femenino;de 18 a 22;Minas;Regular;Aprueba;Nada;Ni aprueba ni desaprueba;No hay ningún problema;No Voté;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me interesa;Centro Izquierda;Secundaria Completa;Regular;Daniel Ximénez;SI;SI;0,2262
Masculino;de 40 a 50;Batlle y Ordóñez;Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Me gusta;Centro;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,406
Femenino;de 51 a 64;Minas;Muy Buena;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ninguno;Mario Bergara;Me gusta mucho;Izquierda Moderada;Terciario Completo;Muy Buena;Pablo Fuentes;NO;No;0,1624
Femenino;de 65 a más;Minas;Muy Buena;Aprueba;Nada;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Me gusta mucho;Centro Izquierda;Posgrado;Buena;Daniel Ximénez;NO;SI;0,5858
Masculino;de 40 a 50;Minas;Buena;Aprueba;Medio Ambiente;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Óscar Andrade;Me gusta;Izquierda Moderada;Secundaria Completa;Buena;Daniel Ximénez;SI;No;0,406
Masculino;de 51 a 64;Minas;Regular;Aprueba;Empleo;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;José Mujica;Me gusta mucho;Izquierda Moderada;Universitario Completo;Buena;Pablo Fuentes;SI;SI;0,3654
Femenino;de 51 a 64;Varela;Muy Buena;Aprueba;Jubilaciones y Pensiones;Desaprueba;Vivienda;Frente Amplio;Frente Amplio;Frente Amplio;No lo sé;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Izquierda Moderada;Secundaria Completa;Buena;Pablo Fuentes;NO;No;0,1624
Femenino;de 40 a 50;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Seguridad Pública;En Blanco / Anulado;No Voté;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ninguno;José Mujica;Casi nada;Centro Izquierda;Secundaria Completa;Buena;No lo sé;NO;SI;0,9735
Masculino;de 40 a 50;Minas;Muy Buena;Desaprueba;Comercio Exterior;Desaprueba;Vivienda;En Blanco / Anulado;No Voté;PVA;Solo me interesa elegir al candidato a Presidente;Ninguno;Gustavo Salle;Me gusta mucho;Centro;Universitario Incompleto;Regular;Ninguno;NO;No;2,478
Femenino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Ernesto Cesar;Danilo Astori;Me interesa;Izquierda Moderada;Terciario Incompleto;Buena;Daniel Ximénez;NO;No;0,1624
Femenino;de 65 a más;Minas;Mala;Desaprueba;Educación;Aprueba;Servicios de Salud;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Juan Sartori;Poco;Centro;Secundaria Incompleta;Regular;No lo sé;NO;No;1,8584
Femenino;de 51 a 64;Minas;Buena;Aprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes van a la diputación;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Centro;Secundaria Completa;Regular;Daniel Ximénez;SI;No;0,9912
Femenino;de 18 a 22;Minas;Regular;Ni aprueba ni desaprueba;Empleo;Ni aprueba ni desaprueba;Bajos Salarios;No Voté;No Voté;Todavía no lo he decidido;No lo sé;Ninguno;Ernesto Talvi;Poco;Centro;Secundaria Completa;Mala;Ninguno;NO;SI;1,3806
Femenino;de 23 a 29;Minas;Regular;Ni aprueba ni desaprueba;Educación;Ni aprueba ni desaprueba;Falta de Empleo;Partido Independiente;No Voté;Todavía no lo he decidido;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Ninguno;Me gusta;Centro Izquierda;Terciario Incompleto;Regular;Daniel Ximénez;NO;No;1,3806
Femenino;de 51 a 64;Varela;Mala;No lo sé;Medio Ambiente;No lo sé;Medio Ambiente;Otro;Partido Nacional;Partido Nacional;No lo sé;No lo Sé;Luis Lacalle Pou;Me interesa;Ultra Derecha;Terciario Incompleto;Regular;Mario García;NO;No;0,5152
Femenino;de 51 a 64;Minas;Muy Mala;Desaprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Cabildo Abierto;Voto principalmente a quiénes van a la diputación;Julián Mazzoni;Juan Sartori;Me gusta mucho;Centro Derecha;Secundaria Incompleta;Regular;Mario García;NO;No;0,5152
Masculino;de 51 a 64;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Servicios Públicos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Óscar Andrade;Me gusta;Izquierda Moderada;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,3654
Femenino;de 40 a 50;Minas;Regular;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Voto principalmente a quiénes integran la lista al senado;Javier Umpiérrez;Daniel Martínez;Me gusta mucho;Derecha Moderada;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;0,9735
Femenino;de 30 a 39;Solis;Buena;Aprueba;Empleo;Desaprueba;Los Políticos;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;Danilo Astori;Me gusta mucho;Ultra Izquierda;Secundaria Incompleta;Regular;Daniel Ximénez;SI;SI;0,203
Femenino;de 51 a 64;Minas;Regular;Ni aprueba ni desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;No Voté;Todavía no lo he decidido;Solo me interesa elegir al candidato a Presidente;Ernesto Cesar;No lo sé;Algo;Centro Izquierda;Primaria Completa;Regular;Daniel Ximénez;SI;No;0,9912
Femenino;de 40 a 50;Otra Zona urbana;Regular;Ni aprueba ni desaprueba;Empleo;Desaprueba;Falta de Empleo;No Voté;Partido Nacional;Partido Colorado;No lo sé;Ninguno;Ernesto Talvi;Algo;Derecha Moderada;Secundaria Incompleta;Mala;Mario García;NO;No;0,506
Femenino;de 30 a 39;Minas;Buena;Aprueba;Medio Ambiente;No lo sé;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me interesa;Izquierda Moderada;Secundaria Completa;Regular;Daniel Ximénez;SI;SI;0,203
Femenino;de 23 a 29;Mariscala;Muy Mala;Desaprueba;Seguridad Pública;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Nacional;Voto principalmente a quiénes van a la diputación;Alexandra Inzaurralde;Luis Lacalle Pou;Algo;Centro;Secundaria Incompleta;Muy Mala;Tomás Casas;NO;No;1,3806
Femenino;de 30 a 39;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;Danilo Astori;Me gusta;Centro;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,203
Femenino;de 40 a 50;Varela;Regular;Desaprueba;Empleo;Desaprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Colorado;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Ernesto Talvi;Nada;Centro;Secundaria Incompleta;Regular;Mario García;NO;No;0,506
Femenino;de 51 a 64;Varela;Regular;Ni aprueba ni desaprueba;Educación;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Todavía no lo he decidido;Voto principalmente a quiénes integran la lista al senado;Ninguno;Jorge Larrañaga;Me interesa;Izquierda Moderada;Secundaria Completa;Buena;No lo sé;NO;No;0,5152
Femenino;de 40 a 50;Minas;Muy Mala;Ni aprueba ni desaprueba;Educación;Aprueba;Falta de Empleo;Frente Amplio;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Gastón Elola;Ernesto Talvi;Casi nada;Centro Izquierda;Secundaria Incompleta;Mala;Gastón Elola;NO;No;0,506
Femenino;de 40 a 50;Minas;Regular;Desaprueba;Empleo;Ni aprueba ni desaprueba;Seguridad Pública;No Voté;Cabildo Abierto;Cabildo Abierto;No lo sé;Alexandra Inzaurralde;Gustavo Zubía;Me gusta;Centro;Secundaria Completa;Regular;Daniel Ximénez;NO;No;0,209
Masculino;de 65 a más;Minas;Muy Mala;Desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes van a la diputación;Carol Aviaga;Carol Aviaga;Me gusta;Centro;Universitario Completo;Buena;Marcelo Rodríguez;NO;No;2,1804
Femenino;de 40 a 50;Minas;Muy Mala;Desaprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Partido Nacional;No Voté;Partido Colorado;No lo sé;Alexandra Inzaurralde;Ernesto Talvi;Me gusta;Centro;Terciario Incompleto;Regular;Ninguno;SI;No;0,9735
Masculino;de 30 a 39;Minas;Buena;Aprueba;Seguridad Pública;Desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;Óscar Andrade;Me gusta mucho;Ultra Izquierda;Secundaria Completa;Buena;Daniel Ximénez;NO;No;0,5249
Masculino;de 23 a 29;Batlle y Ordóñez;Buena;Ni aprueba ni desaprueba;Seguridad Pública;Aprueba;Falta de Empleo;Frente Amplio;No Voté;Frente Amplio;Soy Indiferente;No lo Sé;José Mujica;Poco;Izquierda Dura;Secundaria Incompleta;Regular;Daniel Ximénez;NO;No;4,0887
Femenino;de 51 a 64;Minas;Mala;Desaprueba;Empleo;Aprueba;Vivienda;Partido Nacional;Partido Nacional;Partido Nacional;No lo sé;Gastón Elola;Jorge Larrañaga;Algo;Centro;Secundaria Completa;Mala;Gastón Elola;SI;No;0,5152
Femenino;de 51 a 64;Varela;Mala;Desaprueba;Empleo;Desaprueba;Los Políticos;Partido Nacional;Partido Nacional;Partido Nacional;Voto principalmente a quiénes integran la lista al senado;Andrea Aviaga;Jorge Larrañaga;Me gusta mucho;Centro Izquierda;Terciario Completo;Regular;Mario García;NO;SI;0,5152
Femenino;de 30 a 39;Minas;Regular;Aprueba;Seguridad Pública;Desaprueba;Bajos Salarios;Frente Amplio;Frente Amplio;Frente Amplio;Voto principalmente a quiénes van a la diputación;Ernesto Cesar;No lo sé;Algo;Centro;Secundaria Incompleta;Regular;Daniel Ximénez;NO;SI;0,203
Femenino;de 23 a 29;Minas;Mala;Ni aprueba ni desaprueba;Jubilaciones y Pensiones;No lo sé;Falta de Empleo;No Voté;No Voté;Frente Amplio;Soy Indiferente;No lo Sé;Juan Sartori;Casi nada;Centro;Primaria Incompleta;Mala;Gastón Elola;NO;No;1,3806
Femenino;de 51 a 64;Minas;Muy Buena;Aprueba;Empleo;Ni aprueba ni desaprueba;Falta de Empleo;Frente Amplio;Frente Amplio;Frente Amplio;Solo me interesa elegir al candidato a Presidente;Javier Umpiérrez;José Mujica;Me gusta mucho;Derecha Moderada;Terciario Completo;Muy Buena;Pablo Fuentes;NO;No;0,1624
